YEAR,REGION,SPECIES_CD,abundance,var,n,nm,N,NM,protected_status
1994,FLA KEYS,ALE CILI,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,CAR BART,57284.196156460006,3281397633.8661976,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,CAR CRYS,28810522.440727443,811067406721144.1,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,CAR LATU,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,CAR LUGU,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,CAR RUBE,19224596.74412367,312320663554850.94,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,CAR SPE.,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,DEC MACA,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,DEC PUNC,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,ELA BIPI,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,EUT ALLE,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,OLI SAUR,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,RAC CANA,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SCO CAVA,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SCO MACU,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SCO REGA,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SEL VOME,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SER DUME,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SER RIVO,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SER SPE.,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SPH BARR,808180.6579125635,79274516001.14432,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SPH GUAC,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,SPH PICU,0,0,10,54,16020,3626186.2234057435,0
1994,FLA KEYS,TRA FALC,0,0,10,54,16020,3626186.2234057435,0
1995,FLA KEYS,ALE CILI,0,0,36,154,16891,3823340.2933549574,0
1995,FLA KEYS,CAR BART,545715.3810916723,69390657179.84435,36,154,16891,3823340.2933549574,0
1995,FLA KEYS,CAR CRYS,33728.342922611744,609865806.687248,36,154,16891,3823340.2933549574,0
1995,FLA KEYS,CAR LATU,0,0,36,154,16891,3823340.2933549574,0
1995,FLA KEYS,CAR LUGU,0,0,36,154,16891,3823340.2933549574,0
