YEAR,REGION,SPECIES_CD,density,var,n,nm,N,NM,protected_status
1999,FLA KEYS,ALP AFER,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,DIP FORM,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,EPI ADSC,0.03795409086357889,1.6444007444507875e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,EPI DRUM,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,EPI GUTT,0.044581366908407215,3.5640827535961706e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP CHLO,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP GEMM,0.023171198358236875,6.632930512106955e-5,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP GUTT,0.0035957034115173345,7.072432021632722e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP HYBR,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP INDI,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP NIGR,0.0030244005802676404,9.144243484138926e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP PUEL,0.06951864020534457,4.7967580130464904e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP SPE.,0.0030244005802676404,9.144243484138926e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP TANN,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,HYP UNIC,0.20145164513948233,0.002087599027603053,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,LIO EUKR,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,LIO MOWB,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,LIO RUBE,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,PAR FURC,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,PRI AQUI,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,RYP MACU,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,RYP SAPO,0.001064328209809131,1.1329594950047204e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,SCH BETA,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,SER ANNU,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,SER BALD,0.10740341341896084,9.051626057749396e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,SER SUBL,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,SER TABA,0.08319580501268657,4.490451033685081e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,SER TIGR,0.3178178847082043,0.001180103054688612,104,279,16145.0,3654480.4355109693,0
