YEAR,REGION,SPECIES_CD,biomass,var,n,nm,N,NM
1999,FLA KEYS,ABU SAXA,0.05687955085523198,3.468861614872773e-4,161,439,16893,3823793.000748641
1999,FLA KEYS,ACA POLY,4.030910521994473e-4,8.480195985045405e-8,161,440,16893,3823793.000748641
1999,FLA KEYS,ACA QUAD,4.5493241945485324e-4,2.1357349039264248e-8,161,438,16893,3823793.000748641
1999,FLA KEYS,AHL EGMO,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,ALU MONO,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,ALU SCHO,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,ALU SCRI,0.0022831074926420404,1.5322673607626612e-6,161,438,16893,3823793.000748641
1999,FLA KEYS,ALU SPE.,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,AMB PINO,2.2691243885867112e-007,4.843699343001004e-14,161,440,16893,3823793.000748641
1999,FLA KEYS,ANT OCEL,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,APO AURO,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,APO BINO,1.4167444692358302e-5,2.0118764650836277e-10,161,440,16893,3823793.000748641
1999,FLA KEYS,APO MACU,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,APO PHEN,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,APO PSEU,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,APO QUAD,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,APO TOWN,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,ARC PROB,6.703267586690367e-4,4.49202607578222e-7,161,440,16893,3823793.000748641
1999,FLA KEYS,ARC RHOM,7.736079033958003e-4,5.108610154283201e-7,161,440,16893,3823793.000748641
1999,FLA KEYS,AST PUNC,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,AST SPE.,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,AST STEL,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,AUL MACU,0.004811158291085708,3.916664472828241e-6,161,430,16893,3823793.000748641
1999,FLA KEYS,BAL CAPR,0.005309049661527461,7.757026188128613e-6,161,440,16893,3823793.000748641
1999,FLA KEYS,BAL SPE.,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,BAL VETU,0.020517741410866864,3.419192469529189e-5,161,434,16893,3823793.000748641
1999,FLA KEYS,BOT LUNA,0.0018241791938184266,3.3426621189391954e-6,161,440,16893,3823793.000748641
1999,FLA KEYS,BOT OCEL,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,CAL BAJO,0.0057089641595612795,3.23039392248333e-5,161,440,16893,3823793.000748641
1999,FLA KEYS,CAL CALA,0.06497201542195906,1.2308142895549882e-4,161,416,16893,3823793.000748641
1999,FLA KEYS,CAL NODO,0,0,161,440,16893,3823793.000748641
1999,FLA KEYS,CAL PENN,0.0032516283886272626,1.0421399742528892e-5,161,440,16893,3823793.000748641
1999,FLA KEYS,CAL PROR,0.005827947201633398,1.777035281348632e-5,161,440,16893,3823793.000748641
1999,FLA KEYS,CAL SPE.,4.7346842383337595e-4,2.2371141887576766e-7,161,440,16893,3823793.000748641
1999,FLA KEYS,CAN MACR,9.865818019716333e-5,3.6637848427322024e-9,161,440,16893,3823793.000748641
1999,FLA KEYS,CAN PULL,6.585627138130577e-5,2.1381334418827966e-9,161,439,16893,3823793.000748641
