YEAR,REGION,SPECIES_CD,density,var,n,nm,N,NM,protected_status
1999,FLA KEYS,ABU SAXA,1.757605465453521,0.45202156161427404,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ACA POLY,0.004455063487147724,7.789280964811788e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ACA QUAD,0.03894118958958815,0.00011607960722589564,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ACA SOLA,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,AHL EGMO,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ALB VULP,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ALU MONO,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ALU SCHO,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ALU SCRI,0.018387368098352435,7.611497204674144e-5,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ALU SPE.,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,AMB PINO,0.002397135607678223,5.7344440145430424e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ANT OCEL,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,APO AURO,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,APO BINO,0.002397135607678223,5.759747761740543e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,APO MACU,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,APO PHEN,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,APO PSEU,0.0015980904051188154,2.55426483917413e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,APO QUAD,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,APO TOWN,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ARC PROB,0.0030244005802676404,9.144243484138926e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,ARC RHOM,0.0140848016603913,1.4955108983480682e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,AST GUTT,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,AST PUNC,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,AST SPE.,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,AST STEL,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,AUL MACU,0.0350656083393822,1.2358033360604744e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,BAL CAPR,0.03551075432982166,2.1535639774500549e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,BAL SPE.,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,BAL VETU,0.07628499936365496,2.777294034038347e-4,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,BOT LUNA,0.0015122002901338202,2.297079985955437e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,BOT OCEL,4.0829274472817365e-4,1.6812328970056048e-7,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,BRO BARB,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAL BAJO,0.006048801160535281,3.65769739365557e-5,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAL CALA,0.4286461239025753,0.002456407161129163,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAL NODO,0.0,0.0,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAL PENN,0.002397135607678223,5.7344440145430424e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAL PROR,0.011985678038391115,9.666995678046806e-5,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAL SPE.,0.002397135607678223,5.7344440145430424e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAN MACR,0.0069864386888559265,1.3513437344214186e-5,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAN PULL,0.008787899137748367,1.8778405049617608e-5,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAN ROST,0.3982784801340513,0.002240725409774249,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAN SUFF,0.04762402921984428,0.00133230028108439,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CAR HIPP,0.0030244005802676404,9.144243484138926e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CEN ARGI,0.002397135607678223,5.7344440145430424e-6,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CHA CAPI,0.7154022346306563,0.005737353535763175,104,279,16145.0,3654480.4355109693,0
1999,FLA KEYS,CHA FABE,0.027903529961478487,1.4775776664174023e-4,104,279,16145.0,3654480.4355109693,0
